Day_Of_Week,Dep_Delay,Arr_Delay,Flight_Duration,Delay_Carrier,Delay_Weather,Delay_NAS,Delay_Security,Delay_LastAircraft,Aicraft_age,LATITUDE,LONGITUDE,tavg,tmin,tmax,prcp,snow,wdir,wspd,pres,Month,Day,Airline,Tail_Number,Dep_Airport,DepTime_label,Arr_Airport,Distance_type,Manufacturer,Model,Dep_Delay_Tag
2,0,-18,127,0,0,0,0,0,7,41.9796,-87.90446,6.2,0.6,12.8,3.3,0.0,161.0,22.0,1004.8,2,14,Skywest Airlines Inc.,N256SY,ORD,Morning,BOS,Short Haul >1500Mi,EMBRAER,170/175,0
4,-5,2,334,0,0,0,0,0,29,21.31869,-157.92241,23.4,21.7,27.2,0.0,0.0,58.0,24.1,1019.2,3,2,Delta Air Lines Inc,N185DN,HNL,Evening,LAX,Medium Haul <3000Mi,BOEING,767,0
7,6,-10,305,0,0,0,0,0,2,33.94254,-118.40807,21.1,18.9,23.9,0.0,0.0,267.0,11.9,1013.9,8,13,American Airlines Inc.,N460AN,LAX,Morning,MIA,Medium Haul <3000Mi,AIRBUS,A321,1
2,-11,-11,166,0,0,0,0,0,21,26.9298,-82.0454,20.8,16.7,27.2,0.0,0.0,1.0,14.1,1017.4,3,14,Allegiant Air,N237NV,PGD,Morning,SBN,Short Haul >1500Mi,AIRBUS,A320,0
7,-1,-6,96,0,0,0,0,0,15,32.89595,-97.0372,24.2,18.9,28.9,0.0,0.0,136.0,13.0,1011.5,10,22,American Eagle Airlines Inc.,N763CC,DFW,Evening,COU,Short Haul >1500Mi,EMBRAER,170/175,0
3,-6,-20,100,0,0,0,0,0,23,40.78839,-111.97777,5.4,1.1,9.4,0.0,0.0,328.0,7.6,1025.1,11,8,Delta Air Lines Inc,N3761R,SLC,Evening,OAK,Short Haul >1500Mi,BOEING,737 NG,0
7,-14,-26,168,0,0,0,0,0,24,26.53617,-81.75517,29.4,24.4,33.3,0.0,0.0,262.0,10.5,1016.7,7,23,JetBlue Airways,N506JB,RSW,Evening,LGA,Short Haul >1500Mi,AIRBUS,A320,0
2,-4,-12,137,0,0,0,0,0,23,29.98047,-95.33972,24.0,19.4,31.1,32.5,0.0,289.0,9.4,1015.9,5,16,Southwest Airlines Co.,N7851A,IAH,Night,DEN,Short Haul >1500Mi,BOEING,737 NG,0
6,1,2,96,0,0,0,0,0,8,32.73356,-117.18966,15.4,10.6,16.1,0.0,0.0,296.0,10.1,1014.9,2,11,Skywest Airlines Inc.,N184SY,SAN,Afternoon,SFO,Short Haul >1500Mi,EMBRAER,170/175,1
7,84,100,180,31,0,16,0,53,11,28.42889,-81.31603,27.2,25.0,32.2,6.7,0.0,228.0,10.8,1016.9,7,23,JetBlue Airways,N828JB,MCO,Evening,BQN,Short Haul >1500Mi,AIRBUS,A320,1
1,50,45,134,45,0,0,0,0,16,40.77724,-73.87261,22.0,18.9,27.2,0.0,0.0,46.0,6.7,1017.4,6,19,Endeavor Air,N926XJ,LGA,Afternoon,CLT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
2,-5,-22,146,0,0,0,0,0,15,26.07258,-80.15275,26.4,22.2,30.6,16.5,0.0,185.0,10.1,1017.3,3,28,American Airlines Inc.,N510UW,FLL,Morning,PHL,Short Haul >1500Mi,AIRBUS,A321,0
6,3,-13,222,0,0,0,0,0,1,39.85841,-104.667,-1.9,-6.0,-0.5,9.9,0.0,39.0,10.8,1022.4,10,28,United Air Lines Inc.,N17314,DEN,Morning,MIA,Medium Haul <3000Mi,BOEING,737 NG,1
7,-9,24,354,0,0,24,0,0,4,39.87195,-75.24114,5.2,0.0,12.2,0.0,0.0,180.0,13.3,1023.2,2,19,American Airlines Inc.,N419AN,PHL,Morning,PHX,Medium Haul <3000Mi,AIRBUS,A321,0
5,49,44,58,0,0,0,0,44,10,41.9796,-87.90446,22.4,17.8,27.2,0.3,0.0,44.0,9.7,1013.9,7,7,Skywest Airlines Inc.,N130SY,ORD,Evening,GRB,Short Haul >1500Mi,EMBRAER,170/175,1
7,-5,-35,131,0,0,0,0,0,3,40.77724,-73.87261,8.0,5.0,12.8,0.0,0.0,23.0,7.6,1032.3,4,9,Delta Air Lines Inc,N112DN,LGA,Evening,ATL,Short Haul >1500Mi,AIRBUS,A321,0
1,73,51,129,0,0,0,0,51,30,29.98047,-95.33972,10.7,7.8,11.7,3.8,0.0,347.0,25.9,1022.6,10,30,United Air Lines Inc.,N423UA,IAH,Afternoon,CMH,Short Haul >1500Mi,AIRBUS,A320,1
6,-5,-12,88,0,0,0,0,0,6,40.78839,-111.97777,21.8,15.6,27.8,0.0,0.0,150.0,21.6,1001.5,9,30,Skywest Airlines Inc.,N263SY,SLC,Afternoon,MSO,Short Haul >1500Mi,EMBRAER,170/175,0
4,-4,-11,103,0,0,0,0,0,23,39.49858,-119.76806,17.7,10.0,25.6,0.3,0.0,309.0,13.0,1009.9,6,22,Southwest Airlines Co.,N410WN,RNO,Night,PHX,Short Haul >1500Mi,BOEING,737 NG,0
5,1,3,136,0,0,0,0,0,3,33.64044,-84.42694,24.1,20.6,31.1,0.0,0.0,346.0,2.9,1016.6,6,30,Delta Air Lines Inc,N122DN,ATL,Morning,LGA,Short Haul >1500Mi,AIRBUS,A321,1
5,-4,1,68,0,0,0,0,0,16,44.88055,-93.21692,15.9,10.6,17.8,4.1,0.0,88.0,16.6,1011.5,5,5,Endeavor Air,N924XJ,MSP,Evening,CWA,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
4,-3,-25,83,0,0,0,0,0,20,41.78598,-87.75242,-4.3,-11.1,1.1,0.0,25.0,270.0,23.2,1022.9,2,2,Southwest Airlines Co.,N451WN,MDW,Afternoon,DCA,Short Haul >1500Mi,BOEING,737 NG,0
1,-4,-12,62,0,0,0,0,0,10,36.77619,-119.71814,9.1,3.3,16.1,0.0,0.0,356.0,2.2,1018.4,12,11,Southwest Airlines Co.,N8648A,FAT,Afternoon,LAS,Short Haul >1500Mi,BOEING,737 NG,0
3,112,93,51,0,0,0,0,93,21,43.60732,-110.73774,-7.4,-5.4,0.8,2.8,0.0,71.0,8.2,1011.0,3,1,Delta Air Lines Inc,N365NB,JAC,Afternoon,SLC,Short Haul >1500Mi,AIRBUS,A319,1
1,16,-9,301,0,0,0,0,0,25,37.619,-122.37484,10.4,7.8,12.8,0.0,0.0,301.0,35.3,1020.4,4,3,United Air Lines Inc.,N206UA,SFO,Evening,EWR,Medium Haul <3000Mi,BOEING,777,1
3,-5,-26,120,0,0,0,0,0,19,35.21401,-80.94313,12.8,4.4,22.2,0.0,0.0,237.0,5.8,1024.7,2,8,Republic Airways,N650RW,CLT,Morning,ORD,Short Haul >1500Mi,EMBRAER,170/175,0
1,-17,-27,103,0,0,0,0,0,7,30.48325,-86.5254,24.0,18.7,28.9,0.9,0.0,292.0,10.4,1013.9,5,29,Allegiant Air,N253NV,VPS,Morning,CVG,Short Haul >1500Mi,AIRBUS,A320,0
1,-14,-12,167,0,0,0,0,0,17,40.63975,-73.77893,11.4,6.7,15.0,0.0,0.0,267.0,18.4,1017.1,4,24,JetBlue Airways,N655JB,JFK,Evening,MCO,Short Haul >1500Mi,AIRBUS,A320,0
5,-9,-26,158,0,0,0,0,0,5,39.87195,-75.24114,6.8,2.2,8.9,13.0,0.0,68.0,18.7,1013.6,3,3,Frontier Airlines Inc.,N346FR,PHL,Morning,PBI,Short Haul >1500Mi,AIRBUS,A320,0
4,133,123,97,123,0,0,0,0,14,25.90683,-97.42586,29.8,24.4,35.6,0.0,0.0,13.0,10.8,1011.9,9,28,Skywest Airlines Inc.,N870DC,BRO,Afternoon,DFW,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
1,34,38,95,34,0,4,0,0,16,42.88082,-85.52277,23.4,18.9,30.6,0.0,0.0,8.0,6.8,1011.3,7,3,Endeavor Air,N197PQ,GRR,Morning,MSP,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
7,-10,-32,96,0,0,0,0,0,23,39.85841,-104.667,11.2,8.9,16.1,3.6,0.0,16.0,18.0,1027.0,5,14,Skywest Airlines Inc.,N875AS,DEN,Evening,HLN,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
5,-5,-19,133,0,0,0,0,0,9,32.11608,-110.94103,13.9,6.7,22.8,0.0,0.0,128.0,8.6,1014.6,11,10,Skywest Airlines Inc.,N149SY,TUS,Afternoon,SFO,Short Haul >1500Mi,EMBRAER,170/175,0
2,-5,0,156,0,0,0,0,0,1,28.42889,-81.31603,29.4,24.4,33.9,0.0,0.0,257.0,16.1,1014.1,6,13,United Air Lines Inc.,N37549,MCO,Morning,IAH,Short Haul >1500Mi,BOEING,737 NG,0
7,0,8,173,0,0,0,0,0,1,42.36435,-71.00518,12.8,8.9,14.4,0.0,0.0,280.0,24.5,998.0,10,22,Southwest Airlines Co.,N8902Q,BOS,Morning,BNA,Short Haul >1500Mi,BOEING,737 NG,0
6,-4,7,250,0,0,0,0,0,24,18.43942,-66.00183,26.8,25.0,30.0,3.8,0.0,26.0,5.1,1015.9,11,25,Delta Air Lines Inc,N6705Y,SJU,Afternoon,ATL,Medium Haul <3000Mi,BOEING,757,0
6,-10,-8,105,0,0,0,0,0,9,38.17439,-85.736,3.8,2.8,5.6,0.3,0.0,239.0,16.2,1015.0,12,30,Republic Airways,N722YX,SDF,Morning,ORD,Short Haul >1500Mi,EMBRAER,170/175,0
2,24,0,155,0,0,0,0,0,19,32.89595,-97.0372,29.2,23.3,34.4,0.0,0.0,21.0,15.5,1018.0,8,15,American Airlines Inc.,N679AW,DFW,Afternoon,ILM,Short Haul >1500Mi,AIRBUS,A320,1
2,-1,-12,224,0,0,0,0,0,19,37.36186,-121.92901,20.1,15.6,26.1,0.0,0.0,324.0,11.7,1013.2,7,18,Southwest Airlines Co.,N207WN,SJC,Afternoon,HOU,Medium Haul <3000Mi,BOEING,737 NG,0
6,0,-11,151,0,0,0,0,0,23,39.85841,-104.667,10.3,3.3,22.8,0.0,0.0,238.0,12.2,1022.6,10,7,United Air Lines Inc.,N75851,DEN,Evening,SFO,Short Haul >1500Mi,BOEING,757,0
1,-8,-5,123,0,0,0,0,0,23,38.74769,-90.35999,22.2,13.3,30.0,0.0,0.0,343.0,4.7,1014.6,5,29,American Airlines Inc.,N824AW,STL,Evening,DCA,Short Haul >1500Mi,AIRBUS,A319,0
7,21,4,263,0,0,0,0,0,26,29.98047,-95.33972,18.4,12.2,20.0,18.5,0.0,62.0,11.2,1010.9,12,24,United Air Lines Inc.,N16713,IAH,Morning,STT,Medium Haul <3000Mi,BOEING,737 NG,1
7,4,-2,99,0,0,0,0,0,20,36.12448,-86.67818,11.3,3.9,20.6,0.0,0.0,121.0,7.6,1018.2,4,2,Allegiant Air,N313NV,BNA,Afternoon,IAD,Short Haul >1500Mi,AIRBUS,A319,1
5,165,144,104,0,0,0,0,144,7,37.619,-122.37484,13.8,10.0,18.3,0.0,0.0,280.0,17.6,1019.4,10,27,Frontier Airlines Inc.,N310FR,SFO,Afternoon,PHX,Short Haul >1500Mi,AIRBUS,A320,1
6,9,-2,144,0,0,0,0,0,9,39.85841,-104.667,13.1,4.4,22.2,0.0,0.0,359.0,13.3,1007.5,5,6,Southwest Airlines Co.,N8669B,DEN,Morning,OAK,Short Haul >1500Mi,BOEING,737 NG,1
1,-1,6,197,0,0,0,0,0,2,29.64542,-95.27889,28.5,23.3,33.9,0.0,0.0,49.0,8.2,1015.6,9,18,Southwest Airlines Co.,N8760L,HOU,Afternoon,SAN,Short Haul >1500Mi,BOEING,737 NG,0
6,14,0,228,0,0,0,0,0,20,40.63975,-73.77893,25.3,22.8,28.9,0.0,0.0,171.0,10.8,1011.0,7,8,JetBlue Airways,N588JB,JFK,Afternoon,SJU,Medium Haul <3000Mi,AIRBUS,A320,1
2,17,-1,122,0,0,0,0,0,24,36.77619,-119.71814,9.6,3.9,14.4,0.0,0.0,325.0,7.9,1021.5,3,7,Southwest Airlines Co.,N560WN,FAT,Afternoon,DEN,Short Haul >1500Mi,BOEING,737 NG,1
4,-7,-16,147,0,0,0,0,0,1,40.6925,-74.16866,15.5,9.3,21.3,0.0,0.0,326.0,4.0,1012.2,10,12,United Air Lines Inc.,N17314,EWR,Morning,BNA,Short Haul >1500Mi,BOEING,737 NG,0
5,-4,-22,122,0,0,0,0,0,1,33.94254,-118.40807,17.9,10.0,23.3,0.0,0.0,89.0,8.3,1016.5,11,10,Southwest Airlines Co.,N8869L,LAX,Evening,DEN,Short Haul >1500Mi,BOEING,737 NG,0
2,58,55,116,1,0,0,0,54,19,42.88082,-85.52277,2.3,-2.7,6.7,0.0,0.0,50.0,14.4,1029.5,3,7,Republic Airways,N657RW,GRR,Evening,EWR,Short Haul >1500Mi,EMBRAER,170/175,1
1,31,22,135,22,0,0,0,0,24,44.88055,-93.21692,21.4,17.8,28.9,1.5,0.0,350.0,18.0,1010.0,6,26,Delta Air Lines Inc,N316NB,MSP,Evening,DCA,Short Haul >1500Mi,AIRBUS,A319,1
5,-1,0,111,0,0,0,0,0,7,37.36186,-121.92901,18.5,14.4,24.4,0.0,0.0,321.0,12.2,1014.3,6,16,Southwest Airlines Co.,N8556Z,SJC,Afternoon,PHX,Short Haul >1500Mi,BOEING,737 NG,0
3,-3,-24,112,0,0,0,0,0,7,41.41089,-81.8494,25.8,22.2,31.1,2.5,0.0,195.0,14.0,1012.3,9,6,Skywest Airlines Inc.,N259SY,CLE,Morning,MSP,Short Haul >1500Mi,EMBRAER,170/175,0
4,15,-1,196,0,0,0,0,0,14,25.79325,-80.29056,25.7,20.6,31.1,0.0,0.0,304.0,8.3,1014.4,5,4,American Airlines Inc.,N823NN,MIA,Evening,ORD,Short Haul >1500Mi,BOEING,737 NG,1
3,-6,-15,86,0,0,0,0,0,21,32.73356,-117.18966,17.4,15.0,20.0,0.3,0.0,140.0,11.2,1012.8,12,20,Southwest Airlines Co.,N444WN,SAN,Morning,OAK,Short Haul >1500Mi,BOEING,737 NG,0
4,-7,5,104,0,0,0,0,0,26,43.60732,-110.73774,-7.2,-8.0,1.7,0.0,0.0,23.0,8.5,1023.8,3,16,United Air Lines Inc.,N821UA,JAC,Afternoon,DEN,Short Haul >1500Mi,AIRBUS,A319,0
7,-1,-6,101,0,0,0,0,0,4,46.91631,-114.09056,-16.6,-22.7,-13.2,0.0,130.0,0.0,7.6,1037.0,1,29,Skywest Airlines Inc.,N305SY,MSO,Night,SLC,Short Haul >1500Mi,EMBRAER,170/175,0
5,-3,-20,83,0,0,0,0,0,9,38.85208,-77.03772,18.6,16.7,22.2,0.0,0.0,6.0,16.2,1020.1,9,29,PSA Airlines,N569NN,DCA,Night,CLT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
2,3,-1,66,0,0,0,0,0,24,34.056,-117.60119,9.9,7.0,14.4,55.7,0.0,289.0,15.5,1007.8,3,21,Southwest Airlines Co.,N7882B,ONT,Morning,PHX,Short Haul >1500Mi,BOEING,737 NG,1
7,-8,-13,80,0,0,0,0,0,2,29.53369,-98.46978,25.7,21.1,30.6,0.0,0.0,143.0,16.2,1011.1,10,22,Southwest Airlines Co.,N8768Q,SAT,Evening,MSY,Short Haul >1500Mi,BOEING,737 NG,0
4,-4,-14,131,0,0,0,0,0,8,39.87195,-75.24114,18.4,12.2,24.4,0.0,0.0,341.0,11.9,1006.1,6,8,PSA Airlines,N592NN,PHL,Afternoon,MKE,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
1,32,20,89,6,0,0,0,14,19,36.77619,-119.71814,8.9,2.2,18.3,0.0,0.0,359.0,1.8,1020.6,11,27,American Airlines Inc.,N836AW,FAT,Afternoon,PHX,Short Haul >1500Mi,AIRBUS,A319,1
3,-3,1,111,0,0,0,0,0,8,35.21401,-80.94313,21.9,16.1,26.1,0.0,0.0,73.0,11.5,1020.8,5,10,American Airlines Inc.,N992NN,CLT,Evening,EWR,Short Haul >1500Mi,BOEING,737 NG,0
6,144,124,134,0,24,1,0,99,10,26.07258,-80.15275,22.7,21.1,24.4,47.5,0.0,105.0,38.5,1014.1,12,16,Spirit Air Lines,N631NK,FLL,Evening,BWI,Short Haul >1500Mi,AIRBUS,A320,1
2,-9,-6,88,0,0,0,0,0,7,39.99799,-82.89188,7.9,0.6,14.4,0.6,0.0,200.0,17.9,1019.1,2,7,American Eagle Airlines Inc.,N257NN,CMH,Morning,DCA,Short Haul >1500Mi,EMBRAER,170/175,0
1,1,13,85,0,0,0,0,0,7,41.88459,-91.71087,21.1,16.7,26.7,0.0,0.0,310.0,22.7,1008.3,6,26,American Eagle Airlines Inc.,N260NN,CID,Morning,ORD,Short Haul >1500Mi,EMBRAER,170/175,1
1,-10,21,373,0,0,21,0,0,6,33.94254,-118.40807,18.4,15.0,23.3,0.0,0.0,277.0,11.2,1016.7,9,25,JetBlue Airways,N977JE,LAX,Morning,BOS,Medium Haul <3000Mi,AIRBUS,A321,0
3,-3,-2,216,0,0,0,0,0,2,41.78598,-87.75242,16.5,12.2,21.7,0.0,0.0,28.0,9.1,1018.9,9,13,Southwest Airlines Co.,N8769Q,MDW,Morning,PHX,Short Haul >1500Mi,BOEING,737 NG,0
6,-3,-9,171,0,0,0,0,0,22,33.94254,-118.40807,15.6,11.7,20.6,0.0,0.0,10.0,10.1,1016.8,11,25,Delta Air Lines Inc,N376NW,LAX,Evening,AUS,Short Haul >1500Mi,AIRBUS,A320,0
6,-5,-5,71,0,0,0,0,0,9,45.58872,-122.5975,7.0,2.2,11.1,0.0,0.0,319.0,7.9,1024.9,2,11,Skywest Airlines Inc.,N171SY,PDX,Evening,BOI,Short Haul >1500Mi,EMBRAER,170/175,0
4,-4,-10,44,0,0,0,0,0,7,21.31869,-157.92241,27.1,24.4,31.7,0.0,0.0,62.0,17.3,1016.9,9,28,Southwest Airlines Co.,N8706W,HNL,Morning,KOA,Short Haul >1500Mi,BOEING,737 NG,0
6,102,67,137,0,0,0,0,67,11,40.27669,-74.81347,19.6,11.7,26.1,0.0,0.0,258.0,6.0,1021.0,9,2,Frontier Airlines Inc.,N229FR,TTN,Evening,MCO,Short Haul >1500Mi,AIRBUS,A320,1
2,-7,-22,112,0,0,0,0,0,17,38.85208,-77.03772,16.6,13.3,24.4,0.0,0.0,217.0,12.2,1011.0,11,7,Republic Airways,N114HQ,DCA,Morning,ATL,Short Haul >1500Mi,EMBRAER,170/175,0
3,2,-15,77,0,0,0,0,0,16,38.37315,-81.59319,17.7,8.9,26.1,0.0,0.0,10.0,4.0,1018.2,5,24,Skywest Airlines Inc.,N548CA,CRW,Afternoon,ATL,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
4,-3,1,167,0,0,0,0,0,23,35.21401,-80.94313,26.7,22.8,33.3,0.3,0.0,278.0,5.8,1014.5,7,6,American Airlines Inc.,N169UW,CLT,Morning,DFW,Short Haul >1500Mi,AIRBUS,A321,0
1,12,-2,157,0,0,0,0,0,48,25.79325,-80.29056,27.4,22.8,33.3,2.3,0.0,4.0,10.1,1010.0,6,5,American Airlines Inc.,N130AN,MIA,Afternoon,PHL,Short Haul >1500Mi,AIRBUS,A300,1
6,28,20,140,0,0,0,0,20,13,35.21401,-80.94313,15.3,10.0,22.8,0.0,0.0,251.0,13.3,1008.2,10,21,American Airlines Inc.,N879NN,CLT,Evening,MCI,Short Haul >1500Mi,BOEING,737 NG,1
3,10,17,382,17,0,0,0,0,10,36.08036,-115.15233,29.1,26.7,34.4,0.0,0.0,24.0,12.2,1012.8,8,2,Hawaiian Airlines Inc.,N373HA,LAS,Night,HNL,Medium Haul <3000Mi,AIRBUS,A330,1
7,17,1,104,0,0,0,0,0,7,41.9796,-87.90446,26.8,21.1,32.8,0.0,0.0,20.0,12.2,1017.1,8,20,Southwest Airlines Co.,N8539V,ORD,Afternoon,BWI,Short Haul >1500Mi,BOEING,737 NG,1
2,3,-1,164,0,0,0,0,0,23,29.98047,-95.33972,20.9,17.2,26.7,0.0,0.0,187.0,12.6,1009.0,1,17,United Air Lines Inc.,N472UA,IAH,Evening,MSP,Short Haul >1500Mi,AIRBUS,A320,1
7,174,162,67,162,0,0,0,0,14,35.21401,-80.94313,26.9,21.7,34.4,13.0,0.0,187.0,10.8,1016.3,8,6,PSA Airlines,N534AE,CLT,Evening,LEX,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,1
3,-3,-8,135,0,0,0,0,0,24,38.85208,-77.03772,11.1,6.1,16.1,0.0,0.0,138.0,13.0,1020.6,3,29,Southwest Airlines Co.,N562WN,DCA,Morning,TPA,Short Haul >1500Mi,BOEING,737 NG,0
7,308,302,160,6,0,0,0,296,18,27.97547,-82.53325,31.6,27.8,36.1,0.0,0.0,23.0,9.7,1015.6,8,13,JetBlue Airways,N648JB,TPA,Morning,LGA,Short Haul >1500Mi,AIRBUS,A320,1
7,-10,-3,82,0,0,0,0,0,20,43.53291,-84.07965,22.7,19.4,27.2,2.3,0.0,49.0,7.7,1008.3,7,2,Skywest Airlines Inc.,N982SW,MBS,Evening,ORD,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
2,-10,-11,154,0,0,0,0,0,25,40.77724,-73.87261,14.7,13.3,16.0,7.5,0.0,48.0,10.1,1026.9,9,26,United Air Lines Inc.,N14250,LGA,Morning,ORD,Short Haul >1500Mi,BOEING,737 NG,0
2,12,18,249,12,0,6,0,0,5,36.08036,-115.15233,28.7,22.2,32.8,0.0,0.0,167.0,13.0,1004.6,6,6,Frontier Airlines Inc.,N361FR,LAS,Night,CLE,Medium Haul <3000Mi,AIRBUS,A320,1
7,-11,-23,64,0,0,0,0,0,20,35.21401,-80.94313,12.7,3.3,24.4,0.0,0.0,352.0,2.5,1019.8,11,5,PSA Airlines,N519AE,CLT,Morning,CRW,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
7,-3,16,105,0,0,16,0,0,11,33.64044,-84.42694,12.1,3.9,17.8,43.1,0.0,326.0,12.8,1012.4,12,10,Delta Air Lines Inc,N803DN,ATL,Afternoon,TPA,Short Haul >1500Mi,BOEING,737 NG,0
3,0,2,152,0,0,0,0,0,21,30.19453,-97.66987,31.2,22.8,38.9,24.6,0.0,153.0,14.0,1006.6,6,21,Southwest Airlines Co.,N7831B,AUS,Morning,MCO,Short Haul >1500Mi,BOEING,737 NG,0
4,17,14,117,0,0,0,0,0,12,35.21401,-80.94313,11.6,4.4,17.8,0.0,0.0,135.0,10.1,1022.2,3,9,American Airlines Inc.,N978UY,CLT,Afternoon,PVD,Short Haul >1500Mi,AIRBUS,A321,1
7,5,-7,58,0,0,0,0,0,10,29.53369,-98.46978,29.7,24.4,36.1,0.0,0.0,169.0,9.0,1011.9,7,2,Southwest Airlines Co.,N8645A,SAT,Morning,DAL,Short Haul >1500Mi,BOEING,737 NG,1
1,-11,0,134,0,0,0,0,0,19,39.85841,-104.667,5.2,-2.1,11.7,0.0,0.0,125.0,13.7,1018.4,12,11,American Airlines Inc.,N837AW,DEN,Morning,PHX,Short Haul >1500Mi,AIRBUS,A319,0
7,34,47,99,47,0,0,0,0,6,47.44898,-122.30931,3.9,-1.6,9.4,7.6,0.0,16.0,10.8,1008.0,3,5,Skywest Airlines Inc.,N286SY,SEA,Afternoon,BOI,Short Haul >1500Mi,EMBRAER,170/175,1
5,-8,-16,66,0,0,0,0,0,18,33.82922,-116.50625,31.5,21.7,40.0,0.0,0.0,335.0,7.0,1009.9,4,28,Skywest Airlines Inc.,N767SK,PSP,Morning,PHX,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
2,-8,-7,205,0,0,0,0,0,4,38.74769,-90.35999,14.0,5.6,21.7,0.0,0.0,79.0,11.5,1012.1,4,18,Delta Air Lines Inc,N304DU,STL,Afternoon,SLC,Short Haul >1500Mi,AIRBUS,A220,0
5,-1,-1,119,0,0,0,0,0,25,43.11887,-77.67238,8.3,2.2,15.6,0.0,0.0,317.0,7.6,1018.4,10,13,United Air Lines Inc.,N14231,ROC,Morning,ORD,Short Haul >1500Mi,BOEING,737 NG,0
5,194,201,147,161,0,7,0,33,6,32.89595,-97.0372,30.8,25.0,36.7,0.0,0.0,114.0,15.1,1014.3,9,1,Frontier Airlines Inc.,N334FR,DFW,Morning,MDW,Short Haul >1500Mi,AIRBUS,A320,1
6,-10,-28,142,0,0,0,0,0,25,45.58872,-122.5975,20.7,13.3,28.9,0.0,0.0,325.0,13.0,1020.6,7,1,American Airlines Inc.,N809AW,PDX,Afternoon,PHX,Short Haul >1500Mi,AIRBUS,A319,0
2,-5,6,111,0,0,0,0,0,20,37.619,-122.37484,14.2,10.0,16.7,0.0,0.0,276.0,30.2,1018.9,4,11,United Air Lines Inc.,N73283,SFO,Morning,LAS,Short Haul >1500Mi,BOEING,737 NG,0
1,-3,7,157,0,0,0,0,0,7,47.44898,-122.30931,26.2,14.4,31.1,3.0,0.0,329.0,13.0,1015.2,5,15,Alaska Airlines Inc.,N284AK,SEA,Morning,BUR,Short Haul >1500Mi,BOEING,737 NG,0
2,-8,-6,162,0,0,0,0,0,5,29.64542,-95.27889,30.1,25.0,36.0,0.0,0.0,215.0,8.4,1014.2,9,12,Southwest Airlines Co.,N8742M,HOU,Evening,PHX,Short Haul >1500Mi,BOEING,737 NG,0
4,-3,-9,103,0,0,0,0,0,14,39.29761,-94.71391,-3.4,-9.9,-1.6,0.0,0.0,309.0,20.2,1023.7,2,23,American Airlines Inc.,N866NN,MCI,Evening,DFW,Short Haul >1500Mi,BOEING,737 NG,0
2,1,-1,158,0,0,0,0,0,1,27.97547,-82.53325,13.8,8.3,21.7,0.0,0.0,24.0,14.0,1026.5,12,12,Southwest Airlines Co.,N8868L,TPA,Afternoon,BDL,Short Haul >1500Mi,BOEING,737 NG,1
4,1,-4,105,0,0,0,0,0,5,39.85841,-104.667,2.8,-6.6,20.6,0.0,0.0,248.0,22.7,1000.1,3,30,Southwest Airlines Co.,N8805L,DEN,Afternoon,MSP,Short Haul >1500Mi,BOEING,737 NG,1
7,0,2,322,0,0,0,0,0,6,47.44898,-122.30931,9.6,6.7,10.0,10.7,0.0,119.0,12.6,995.0,1,15,Alaska Airlines Inc.,N294AK,SEA,Morning,JFK,Medium Haul <3000Mi,BOEING,737 NG,0
7,3,-6,246,0,0,0,0,0,12,33.43417,-112.00806,30.8,23.9,38.3,0.0,0.0,202.0,9.7,1009.4,5,21,United Air Lines Inc.,N37465,PHX,Morning,IAD,Medium Haul <3000Mi,BOEING,737 NG,1
5,-11,-20,69,0,0,0,0,0,6,33.43417,-112.00806,16.7,11.1,22.8,0.0,0.0,208.0,14.4,1009.7,11,24,Frontier Airlines Inc.,N338FR,PHX,Afternoon,LAS,Short Haul >1500Mi,AIRBUS,A320,0
4,50,47,122,37,0,0,0,10,17,41.78598,-87.75242,19.5,15.6,21.7,10.7,0.0,246.0,11.9,1012.2,10,5,Southwest Airlines Co.,N7744A,MDW,Evening,LGA,Short Haul >1500Mi,BOEING,737 NG,1
2,-3,-20,189,0,0,0,0,0,14,25.79325,-80.29056,19.6,13.9,25.0,0.0,0.0,66.0,12.2,1019.1,2,14,American Airlines Inc.,N843NN,MIA,Evening,ORD,Short Haul >1500Mi,BOEING,737 NG,0
7,-3,-3,141,0,0,0,0,0,1,40.6925,-74.16866,24.1,22.2,28.0,29.5,0.0,94.0,7.3,1010.1,7,9,United Air Lines Inc.,N17296,EWR,Morning,JAX,Short Haul >1500Mi,BOEING,737 NG,0
6,-2,-11,108,0,0,0,0,0,8,27.39533,-82.55411,27.6,25.0,33.3,0.0,0.0,50.0,9.9,1014.1,9,30,PSA Airlines,N600NN,SRQ,Afternoon,CLT,Short Haul >1500Mi,CANADAIR REGIONAL JET,CRJ,0
